item_id,order_id,category,unit_price,quantity,line_total
246,121,Apparel,145.29,1,145.29
247,121,Toys & Games,73.02,1,73.02
248,122,Apparel,90.79,2,181.58
249,122,Grocery,31.21,1,31.21
250,122,Electronics,257.77,1,257.77
251,122,Electronics,280.54,1,280.54
252,123,Sports & Outdoors,33.97,1,33.97
253,124,Home & Kitchen,127.94,1,127.94
254,124,Sports & Outdoors,132.45,3,397.35
255,125,Home & Kitchen,30.66,1,30.66
256,125,Toys & Games,95.37,2,190.74
257,126,Beauty,37.91,1,37.91
258,127,Electronics,751.05,3,2253.15
259,128,Electronics,699.43,1,699.43
260,128,Electronics,769.78,1,769.78
261,129,Electronics,889.43,1,889.43
262,130,Toys & Games,95.84,1,95.84
263,130,Home & Kitchen,132.78,1,132.78
264,130,Electronics,429.12,1,429.12
265,131,Sports & Outdoors,201.36,1,201.36
266,132,Toys & Games,72.44,1,72.44
267,132,Toys & Games,115.36,1,115.36
268,132,Beauty,42.08,1,42.08
269,132,Home & Kitchen,240.33,2,480.66
270,133,Electronics,398.47,1,398.47
271,133,Electronics,320.2,1,320.2
272,133,Sports & Outdoors,243.01,2,486.02
273,134,Apparel,118.38,2,236.76
274,134,Apparel,17.79,1,17.79
275,134,Apparel,21.0,2,42.0
276,135,Beauty,79.95,1,79.95
277,135,Apparel,131.65,1,131.65
278,136,Beauty,56.75,3,170.25
279,137,Sports & Outdoors,164.02,2,328.04
280,138,Apparel,110.58,1,110.58
281,138,Books,24.59,2,49.18
282,138,Grocery,45.01,2,90.02
283,138,Electronics,216.26,3,648.78
284,138,Sports & Outdoors,144.75,1,144.75
285,139,Electronics,590.09,2,1180.18
286,139,Sports & Outdoors,97.06,3,291.18
287,139,Toys & Games,56.6,1,56.6
288,139,Grocery,59.02,1,59.02
289,139,Toys & Games,41.82,1,41.82
290,140,Apparel,67.6,1,67.6
291,140,Grocery,51.8,1,51.8
292,141,Home & Kitchen,208.77,1,208.77
293,141,Apparel,91.23,3,273.69
294,141,Home & Kitchen,282.23,2,564.46
295,141,Apparel,67.45,1,67.45
296,141,Home & Kitchen,42.35,3,127.05
297,142,Home & Kitchen,280.29,2,560.58
298,143,Electronics,474.68,1,474.68
299,144,Beauty,32.1,1,32.1
300,145,Sports & Outdoors,113.5,1,113.5
301,145,Beauty,59.82,1,59.82
302,146,Home & Kitchen,246.07,2,492.14
303,146,Books,20.25,1,20.25
304,147,Home & Kitchen,195.24,1,195.24
305,147,Electronics,436.63,1,436.63
306,147,Grocery,24.53,3,73.59
307,147,Beauty,27.88,1,27.88
308,147,Electronics,429.52,1,429.52
309,148,Electronics,446.87,1,446.87
310,148,Toys & Games,28.3,1,28.3
311,148,Beauty,50.15,2,100.3
312,149,Home & Kitchen,81.03,1,81.03
313,149,Sports & Outdoors,128.35,2,256.7
314,149,Sports & Outdoors,247.11,1,247.11
315,150,Electronics,880.99,3,2642.97
316,150,Beauty,35.19,1,35.19
317,150,Apparel,18.91,1,18.91
318,150,Electronics,657.89,1,657.89
319,151,Apparel,130.53,1,130.53
320,151,Grocery,19.74,3,59.22
321,151,Grocery,12.15,3,36.45
322,151,Electronics,227.97,1,227.97
323,152,Apparel,90.2,1,90.2
324,152,Electronics,352.06,1,352.06
325,152,Toys & Games,44.34,1,44.34
326,152,Books,35.6,2,71.2
327,153,Home & Kitchen,94.15,1,94.15
328,153,Apparel,32.01,1,32.01
329,153,Electronics,804.07,3,2412.21
330,154,Apparel,48.66,3,145.98
331,155,Home & Kitchen,264.55,1,264.55
332,155,Electronics,323.49,1,323.49
333,155,Apparel,104.86,1,104.86
334,156,Sports & Outdoors,118.58,1,118.58
335,156,Beauty,21.51,1,21.51
336,156,Home & Kitchen,220.18,1,220.18
337,156,Books,18.72,1,18.72
338,156,Books,30.39,1,30.39
339,157,Sports & Outdoors,149.15,1,149.15
340,158,Home & Kitchen,271.54,1,271.54
341,158,Toys & Games,100.8,1,100.8
342,158,Apparel,54.1,2,108.2
343,159,Home & Kitchen,299.66,1,299.66
344,160,Apparel,14.33,2,28.66
345,161,Home & Kitchen,40.93,1,40.93
346,162,Beauty,35.95,2,71.9
347,162,Sports & Outdoors,158.58,1,158.58
348,162,Sports & Outdoors,102.29,2,204.58
349,163,Beauty,38.83,2,77.66
350,164,Home & Kitchen,187.94,1,187.94
351,165,Electronics,92.78,1,92.78
352,165,Electronics,492.25,1,492.25
353,165,Beauty,69.11,3,207.33
354,165,Toys & Games,21.26,1,21.26
355,166,Home & Kitchen,268.69,1,268.69
356,167,Beauty,41.58,1,41.58
357,168,Apparel,102.76,1,102.76
358,168,Books,18.02,3,54.06
359,169,Sports & Outdoors,167.21,1,167.21
360,170,Apparel,40.62,1,40.62
361,171,Apparel,43.92,1,43.92
362,171,Sports & Outdoors,122.22,1,122.22
363,172,Home & Kitchen,106.74,1,106.74
364,172,Home & Kitchen,248.24,1,248.24
365,173,Books,15.95,1,15.95
366,174,Beauty,86.23,1,86.23
367,175,Electronics,402.13,1,402.13
368,176,Grocery,27.9,1,27.9
369,176,Grocery,33.79,1,33.79
370,177,Electronics,307.67,1,307.67
371,178,Electronics,636.06,1,636.06
372,178,Sports & Outdoors,189.99,1,189.99
373,179,Apparel,142.1,1,142.1
374,180,Electronics,70.31,1,70.31
375,180,Grocery,10.18,1,10.18
376,180,Books,18.17,1,18.17
377,181,Sports & Outdoors,203.95,1,203.95
378,182,Home & Kitchen,290.23,1,290.23
379,183,Beauty,32.87,1,32.87
380,183,Beauty,56.95,1,56.95
381,183,Beauty,43.27,1,43.27
382,183,Beauty,89.12,1,89.12
383,184,Home & Kitchen,218.13,1,218.13
384,185,Electronics,549.78,2,1099.56
385,186,Apparel,149.66,3,448.98
386,186,Books,6.78,1,6.78
387,186,Electronics,809.82,2,1619.64
388,186,Grocery,38.07,1,38.07
389,187,Electronics,364.92,3,1094.76
390,187,Electronics,639.13,2,1278.26
391,188,Electronics,867.64,1,867.64
392,188,Sports & Outdoors,137.51,1,137.51
393,189,Sports & Outdoors,123.36,1,123.36
394,189,Electronics,521.95,1,521.95
395,189,Beauty,53.32,2,106.64
396,189,Sports & Outdoors,69.89,2,139.78
397,189,Beauty,57.72,1,57.72
398,190,Electronics,206.87,1,206.87
399,191,Beauty,45.35,1,45.35
400,191,Home & Kitchen,81.4,1,81.4
401,191,Home & Kitchen,165.49,2,330.98
402,191,Apparel,110.92,1,110.92
403,191,Grocery,25.58,2,51.16
404,192,Grocery,9.99,1,9.99
405,193,Grocery,37.2,1,37.2
406,193,Electronics,655.86,1,655.86
407,194,Electronics,385.99,1,385.99
408,194,Apparel,88.97,1,88.97
409,195,Home & Kitchen,101.95,2,203.9
410,195,Beauty,47.14,1,47.14
411,196,Beauty,69.24,1,69.24
412,197,Sports & Outdoors,141.11,1,141.11
413,198,Home & Kitchen,195.48,1,195.48
414,199,Sports & Outdoors,119.37,3,358.11
415,199,Electronics,620.5,1,620.5
416,200,Electronics,881.45,1,881.45
417,201,Electronics,99.29,1,99.29
418,201,Electronics,538.6,2,1077.2
419,202,Books,31.06,3,93.18
420,202,Grocery,57.03,2,114.06
421,202,Sports & Outdoors,169.2,1,169.2
422,203,Electronics,815.43,2,1630.86
423,203,Electronics,254.07,2,508.14
424,204,Home & Kitchen,86.34,2,172.68
425,204,Apparel,123.28,1,123.28
426,204,Books,16.76,1,16.76
427,204,Beauty,85.33,1,85.33
428,204,Grocery,49.07,2,98.14
429,205,Toys & Games,89.22,1,89.22
430,206,Apparel,34.07,1,34.07
431,206,Beauty,10.43,1,10.43
432,206,Home & Kitchen,17.77,1,17.77
433,207,Sports & Outdoors,150.06,1,150.06
434,208,Toys & Games,27.62,2,55.24
435,208,Home & Kitchen,221.27,2,442.54
436,208,Home & Kitchen,128.74,2,257.48
437,208,Apparel,47.46,1,47.46
438,209,Apparel,145.95,1,145.95
439,209,Electronics,69.35,1,69.35
440,209,Electronics,700.15,1,700.15
441,209,Grocery,39.62,1,39.62
442,210,Grocery,11.04,1,11.04
443,210,Books,39.78,1,39.78
444,210,Apparel,102.06,1,102.06
445,210,Apparel,79.36,1,79.36
446,211,Books,19.84,2,39.68
447,211,Grocery,57.03,1,57.03
448,211,Apparel,17.48,1,17.48
449,211,Grocery,29.88,2,59.76
450,212,Home & Kitchen,194.73,1,194.73
451,213,Sports & Outdoors,80.4,2,160.8
452,214,Electronics,702.44,1,702.44
453,215,Home & Kitchen,252.7,1,252.7
454,216,Electronics,272.99,1,272.99
455,217,Toys & Games,18.47,1,18.47
456,218,Toys & Games,96.45,1,96.45
457,218,Sports & Outdoors,130.45,2,260.9
458,219,Beauty,55.99,1,55.99
459,219,Electronics,330.55,1,330.55
460,220,Electronics,88.96,1,88.96
461,220,Electronics,846.16,1,846.16
462,220,Home & Kitchen,279.12,1,279.12
463,220,Electronics,300.49,1,300.49
464,221,Electronics,178.38,1,178.38
465,221,Beauty,37.6,2,75.2
466,221,Sports & Outdoors,34.11,1,34.11
467,221,Electronics,259.33,1,259.33
468,222,Grocery,27.62,1,27.62
469,223,Home & Kitchen,139.21,1,139.21
470,223,Sports & Outdoors,98.23,2,196.46
471,223,Electronics,418.2,1,418.2
472,223,Beauty,30.64,1,30.64
473,224,Electronics,310.06,1,310.06
474,225,Books,44.97,2,89.94
475,226,Sports & Outdoors,161.56,2,323.12
476,226,Home & Kitchen,49.56,1,49.56
477,226,Apparel,65.05,1,65.05
478,227,Sports & Outdoors,214.25,3,642.75
479,228,Apparel,29.7,2,59.4
480,229,Grocery,36.88,1,36.88
481,229,Home & Kitchen,65.11,2,130.22
482,230,Toys & Games,34.1,1,34.1
483,231,Sports & Outdoors,185.74,1,185.74
484,232,Electronics,256.26,1,256.26
485,233,Toys & Games,118.15,1,118.15
486,234,Toys & Games,103.63,1,103.63
487,235,Electronics,507.08,1,507.08
488,236,Sports & Outdoors,193.91,1,193.91
489,237,Beauty,8.12,1,8.12
490,237,Toys & Games,11.06,1,11.06
491,237,Apparel,138.13,2,276.26
492,237,Home & Kitchen,172.67,1,172.67
493,238,Beauty,16.5,1,16.5
494,238,Beauty,68.88,1,68.88
495,239,Sports & Outdoors,57.33,1,57.33
496,240,Grocery,37.16,1,37.16
497,241,Beauty,53.83,1,53.83
498,242,Sports & Outdoors,120.81,3,362.43
499,242,Home & Kitchen,47.05,3,141.15
500,242,Electronics,512.9,1,512.9
501,242,Home & Kitchen,174.23,1,174.23
502,243,Apparel,125.24,2,250.48
503,244,Electronics,498.45,3,1495.35
504,245,Electronics,824.73,1,824.73
505,245,Grocery,15.24,1,15.24
506,245,Home & Kitchen,123.51,1,123.51
507,245,Grocery,37.96,2,75.92
508,246,Home & Kitchen,208.64,1,208.64
509,246,Apparel,63.9,1,63.9
510,246,Apparel,18.85,2,37.7
511,246,Electronics,803.13,1,803.13
512,247,Beauty,31.54,1,31.54
513,247,Home & Kitchen,110.4,2,220.8
514,248,Grocery,32.15,1,32.15
515,248,Apparel,45.78,1,45.78
516,249,Home & Kitchen,265.18,2,530.36
517,249,Electronics,213.68,1,213.68
518,249,Home & Kitchen,97.85,1,97.85
519,249,Home & Kitchen,274.51,1,274.51
520,250,Electronics,102.01,1,102.01
521,250,Electronics,384.74,1,384.74
522,251,Apparel,143.49,1,143.49
523,251,Grocery,21.43,1,21.43
524,252,Apparel,89.6,1,89.6
525,252,Home & Kitchen,273.34,2,546.68
526,252,Home & Kitchen,82.86,1,82.86
527,253,Grocery,24.62,1,24.62
528,254,Home & Kitchen,272.5,1,272.5
529,255,Electronics,584.48,3,1753.44
530,255,Electronics,540.91,2,1081.82
531,256,Beauty,12.32,2,24.64
532,257,Toys & Games,112.7,2,225.4
533,258,Apparel,25.56,1,25.56
534,259,Electronics,71.79,1,71.79
535,259,Home & Kitchen,255.55,3,766.65
536,259,Beauty,84.26,2,168.52
537,259,Apparel,140.12,1,140.12
538,260,Sports & Outdoors,207.78,2,415.56
539,261,Apparel,18.64,1,18.64
540,262,Sports & Outdoors,212.47,1,212.47
541,262,Books,24.82,1,24.82
542,263,Beauty,82.61,3,247.83
543,264,Beauty,69.97,1,69.97
544,265,Beauty,87.99,1,87.99
545,265,Books,35.96,1,35.96
546,265,Books,16.18,1,16.18
547,266,Beauty,18.87,1,18.87
548,266,Sports & Outdoors,243.28,1,243.28
549,267,Beauty,26.91,1,26.91
550,268,Grocery,41.68,2,83.36
551,269,Apparel,92.04,1,92.04
552,270,Beauty,33.49,1,33.49
553,271,Sports & Outdoors,71.75,1,71.75
554,272,Beauty,24.87,1,24.87
555,272,Books,14.15,1,14.15
556,272,Sports & Outdoors,144.67,1,144.67
557,273,Beauty,79.39,1,79.39
558,274,Electronics,681.63,1,681.63
559,274,Grocery,31.24,1,31.24
560,275,Home & Kitchen,245.43,1,245.43
561,275,Toys & Games,37.06,1,37.06
562,275,Sports & Outdoors,61.05,1,61.05
563,275,Apparel,105.69,2,211.38
564,276,Electronics,516.78,1,516.78
565,277,Books,34.8,2,69.6
566,278,Books,22.16,1,22.16
567,278,Electronics,887.76,2,1775.52
568,279,Toys & Games,52.39,1,52.39
569,280,Beauty,81.96,2,163.92
570,280,Grocery,54.14,1,54.14
571,280,Grocery,11.7,1,11.7
572,280,Electronics,340.07,1,340.07
573,281,Books,16.9,1,16.9
574,281,Apparel,53.92,1,53.92
575,282,Apparel,124.89,1,124.89
576,282,Electronics,894.13,2,1788.26
577,282,Sports & Outdoors,107.28,1,107.28
578,282,Apparel,16.9,2,33.8
579,282,Toys & Games,26.2,2,52.4
580,283,Books,38.67,1,38.67
581,283,Beauty,70.46,2,140.92
582,284,Home & Kitchen,244.24,1,244.24
583,285,Electronics,119.45,1,119.45
584,286,Home & Kitchen,212.39,1,212.39
585,286,Electronics,796.95,1,796.95
586,287,Apparel,40.53,1,40.53
587,287,Toys & Games,14.88,1,14.88
588,288,Home & Kitchen,43.98,1,43.98
589,288,Sports & Outdoors,173.27,1,173.27
590,289,Sports & Outdoors,150.87,1,150.87
591,289,Apparel,47.91,2,95.82
592,290,Toys & Games,107.98,1,107.98
593,291,Beauty,71.96,1,71.96
594,291,Apparel,56.07,1,56.07
595,291,Home & Kitchen,95.66,1,95.66
596,292,Apparel,56.92,1,56.92
597,292,Electronics,267.95,1,267.95
598,293,Electronics,616.13,1,616.13
599,293,Toys & Games,20.76,1,20.76
600,293,Electronics,390.35,2,780.7
601,294,Home & Kitchen,57.66,2,115.32
602,294,Apparel,19.4,1,19.4
603,294,Beauty,57.78,1,57.78
604,294,Sports & Outdoors,195.67,3,587.01
605,295,Toys & Games,69.19,1,69.19
606,295,Home & Kitchen,69.99,1,69.99
607,295,Books,24.14,2,48.28
608,296,Home & Kitchen,169.63,3,508.89
609,296,Books,41.24,1,41.24
610,297,Beauty,49.07,2,98.14
611,297,Grocery,13.16,2,26.32
612,298,Home & Kitchen,155.37,1,155.37
613,298,Electronics,630.22,1,630.22
614,299,Sports & Outdoors,244.66,1,244.66
615,300,Home & Kitchen,201.79,1,201.79
616,301,Apparel,69.43,1,69.43
617,301,Books,7.95,1,7.95
618,301,Apparel,149.03,1,149.03
619,301,Electronics,274.09,1,274.09
620,302,Apparel,88.41,1,88.41
621,302,Apparel,102.01,1,102.01
622,303,Electronics,340.06,1,340.06
623,303,Beauty,15.9,2,31.8
624,303,Grocery,14.15,2,28.3
625,303,Beauty,84.75,1,84.75
626,304,Apparel,38.28,2,76.56
627,304,Beauty,37.55,1,37.55
628,305,Home & Kitchen,114.29,1,114.29
629,305,Toys & Games,32.36,1,32.36
630,305,Toys & Games,11.91,2,23.82
631,305,Home & Kitchen,202.52,1,202.52
632,306,Electronics,748.73,1,748.73
633,306,Home & Kitchen,249.41,1,249.41
634,306,Toys & Games,63.75,1,63.75
635,306,Sports & Outdoors,91.93,1,91.93
636,307,Books,25.41,1,25.41
637,307,Sports & Outdoors,132.23,1,132.23
638,307,Grocery,12.27,1,12.27
639,308,Apparel,129.48,1,129.48
640,309,Apparel,80.24,1,80.24
641,309,Electronics,588.22,1,588.22
642,310,Home & Kitchen,207.7,3,623.1
643,311,Home & Kitchen,216.47,1,216.47
644,311,Toys & Games,67.9,3,203.7
645,311,Electronics,482.28,2,964.56
646,312,Apparel,33.03,1,33.03
647,313,Grocery,50.28,2,100.56
648,313,Electronics,701.69,1,701.69
649,314,Sports & Outdoors,26.41,1,26.41
650,314,Sports & Outdoors,81.04,1,81.04
651,314,Electronics,400.01,3,1200.03
652,315,Toys & Games,51.29,2,102.58
653,316,Toys & Games,9.25,1,9.25
654,317,Beauty,20.81,1,20.81
655,318,Apparel,30.25,1,30.25
656,319,Electronics,388.89,1,388.89
657,319,Grocery,51.56,2,103.12
658,320,Home & Kitchen,227.87,1,227.87
659,321,Apparel,83.05,2,166.1
660,322,Apparel,19.95,3,59.85
661,323,Electronics,765.47,1,765.47
662,323,Home & Kitchen,252.11,1,252.11
663,323,Apparel,143.38,1,143.38
664,323,Books,35.54,1,35.54
665,323,Apparel,79.79,1,79.79
666,324,Electronics,94.23,1,94.23
667,324,Toys & Games,24.24,1,24.24
668,325,Home & Kitchen,59.84,1,59.84
669,325,Beauty,10.21,1,10.21
670,325,Electronics,157.21,1,157.21
671,325,Home & Kitchen,120.94,2,241.88
672,326,Home & Kitchen,249.28,1,249.28
673,327,Electronics,255.72,1,255.72
674,328,Apparel,83.97,1,83.97
675,328,Home & Kitchen,178.2,1,178.2
676,329,Toys & Games,96.92,3,290.76
677,329,Apparel,97.15,2,194.3
678,329,Beauty,88.15,1,88.15
679,329,Home & Kitchen,293.55,1,293.55
680,330,Home & Kitchen,21.07,1,21.07
681,330,Toys & Games,88.92,1,88.92
682,330,Electronics,732.15,2,1464.3
683,330,Electronics,299.31,2,598.62
684,331,Electronics,281.3,1,281.3
685,332,Sports & Outdoors,27.92,1,27.92
686,333,Apparel,88.92,1,88.92
687,333,Electronics,103.66,1,103.66
